2021-10-02 22:01:44.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 03 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:31:31.245 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3738 REPORT 18 RIGHT, cabin: true
2021-10-02 22:31:35.481 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2193 YOU DO HAVE TOWER, cabin: true
2021-10-02 22:31:38.556 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3460, cabin: true
2021-10-02 22:31:39.697 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 66, cabin: true
2021-10-02 22:31:46.630 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426 3 MILES FROM FILED MAINTAIN 3000 TILL ESTABLISHED ON APPROACH, cabin: true
2021-10-02 22:31:48.459 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED RNAV RUNWAY 18R APPROACH, cabin: true
2021-10-02 22:31:52.461 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: THANK YOU 2000 CLEARED AH, cabin: true
2021-10-02 22:31:52.752 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 18 RIGHT, cabin: true
2021-10-02 22:31:53.761 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: LOOKING, cabin: true
2021-10-02 22:32:14.349 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: LEFT TO 1 7 0, cabin: true
2021-10-02 22:32:15.455 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RUNWAY 18R, cabin: true
2021-10-02 22:32:24.160 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3426 APPEARS TO BE TURNING EAST BOUND AH TURN RIGHT HEADING 19, cabin: true
2021-10-02 22:32:26.509 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: JET CENTER AH RIGHT NOW, cabin: true
2021-10-02 22:32:38.548 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426 HEADING 190, cabin: true
2021-10-02 22:32:39.809 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000, cabin: true
2021-10-02 22:32:41.725 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RNAV RUNWAY 18R, cabin: true
2021-10-02 22:32:42.887 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 180, cabin: true
2021-10-02 22:32:58.296 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1034 TURN RIGHT, cabin: true
2021-10-02 22:33:00.084 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3, cabin: true
2021-10-02 22:33:02.408 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 43, cabin: true
2021-10-02 22:33:12.923 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2193, cabin: true
2021-10-02 22:33:20.352 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 426 MAINTAIN 170 KNOTS TO LAND, cabin: true
2021-10-02 22:33:23.245 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 150 KNOTS ON HEADING THERE, cabin: true
2021-10-02 22:33:26.501 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1034 AT 3000, cabin: true
2021-10-02 22:33:27.920 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SPEED 170, cabin: true
2021-10-02 22:33:34.798 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 170 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:33:43.582 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1038 AT 4, cabin: true
2021-10-02 22:33:46.480 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: REDUCE SPEED TO 1 9 0 FLY HEADING 1, cabin: true
2021-10-02 22:33:54.919 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 34 TURN LEFT HEADING 150 9, cabin: true
2021-10-02 22:33:56.159 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 617, cabin: true
2021-10-02 22:34:02.321 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: BIZEX 420, cabin: true
2021-10-02 22:34:04.899 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CENTER 124.15, cabin: true
2021-10-02 22:34:06.007 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 24 15, cabin: true
2021-10-02 22:34:07.320 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 100, cabin: true
2021-10-02 22:34:21.675 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1034 BE A FULL MAINTAIN 3000 TILL 7, cabin: true
2021-10-02 22:34:21.987 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED RNAV, cabin: true
2021-10-02 22:34:23.231 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 18 APPROACH, cabin: true
2021-10-02 22:34:46.896 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 738 AH 0 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:34:53.347 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: GOLF, cabin: true
2021-10-02 22:34:55.826 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1595, cabin: true
2021-10-02 22:34:56.272 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 6 RIGHT, cabin: true
2021-10-02 22:35:12.630 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 738 TURN LEFT HEADING 150 0, cabin: true
2021-10-02 22:35:14.001 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CIRRUS 18 RIGHT, cabin: true
2021-10-02 22:35:15.730 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 291, cabin: true
2021-10-02 22:35:32.963 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3723 RIGHT APPROACH 18 RIGHT, cabin: true
2021-10-02 22:35:39.374 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1034 CONTACT THE TOWER 124.15, cabin: true
2021-10-02 22:35:40.683 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1156, cabin: true
2021-10-02 22:35:44.635 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1064, cabin: true
2021-10-02 22:35:46.210 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY 3000 TILL ESTABLISHED, cabin: true
2021-10-02 22:35:47.757 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RUNWAY, cabin: true
2021-10-02 22:36:27.501 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: PILATUS 170 DESCEND AND MAINTAIN 3000 TURN RIGHT, cabin: true
2021-10-02 22:36:27.834 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 090, cabin: true
2021-10-02 22:36:35.017 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743, cabin: true
2021-10-02 22:36:36.252 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000, cabin: true
2021-10-02 22:36:37.787 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SIOUX 64000, cabin: true
2021-10-02 22:36:42.187 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1038 MAINTAIN 170 KNOTS, cabin: true
2021-10-02 22:36:43.955 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: TOWER 12, cabin: true
2021-10-02 22:36:44.890 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 115, cabin: true
2021-10-02 22:36:49.478 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1595, cabin: true
2021-10-02 22:37:05.267 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743 TURN RIGHT HEADING OF 110, cabin: true
2021-10-02 22:37:06.698 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT TURN HEADING 110, cabin: true
2021-10-02 22:37:26.693 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: LEFT TO 1 7 0 TURN RIGHT HEADING 150, cabin: true
2021-10-02 22:37:35.645 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 640, cabin: true
2021-10-02 22:37:45.593 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: LEFT 1703 MILES CORRECTION 2 MILE FINAL CLIMB MAINTAIN 30, cabin: true
2021-10-02 22:38:02.257 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743 DESCEND AND MAINTAIN 3000 AND REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:38:03.691 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 SPEED 190, cabin: true
2021-10-02 22:38:07.665 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 70, cabin: true
2021-10-02 22:38:12.065 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CONTACT THE TOWER 124.15, cabin: true
2021-10-02 22:38:23.094 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: HECTOR 1595 AT 4000 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:38:24.157 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000, cabin: true
2021-10-02 22:38:25.835 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 16, cabin: true
2021-10-02 22:38:38.221 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743 TURN RIGHT HEADING 150 INTERCEPT THE, cabin: true
2021-10-02 22:38:38.582 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 420 RIGHT, cabin: true
2021-10-02 22:38:40.883 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 250, cabin: true
2021-10-02 22:38:56.802 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743 GOING REDUCE SPEED 17, cabin: true
2021-10-02 22:38:58.342 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ALL RIGHT 7170, cabin: true
2021-10-02 22:39:20.353 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 3743 3 MILES FROM YOU CLIMB MAINTAIN 3000 7, cabin: true
2021-10-02 22:39:21.703 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CLEARED RNAV RUNWAY 18R, cabin: true
2021-10-02 22:39:22.727 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND 17, cabin: true
2021-10-02 22:39:29.359 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 0 UNTIL 93000 EXPEDITE HERE FOR THE RNAV 18, cabin: true
2021-10-02 22:39:31.030 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 01, cabin: true
2021-10-02 22:39:32.581 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SIOUX 60, cabin: true
2021-10-02 22:39:36.322 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ARCHER 415, cabin: true
2021-10-02 22:39:47.646 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1595 TURN RIGHT HEADING 09, cabin: true
2021-10-02 22:39:48.829 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3000, cabin: true
2021-10-02 22:39:49.725 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 09, cabin: true
2021-10-02 22:39:54.273 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND BACK TO 1 7 0, cabin: true
2021-10-02 22:40:53.177 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1595 TURN RIGHT HEADING 150 INTERCEPT THE APPROACH COURSE 18 RIGHT, cabin: true
2021-10-02 22:40:54.679 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 015, cabin: true
2021-10-02 22:40:55.871 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MORNING, cabin: true
2021-10-02 22:41:07.089 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 0.4, cabin: true
2021-10-02 22:41:08.276 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: LEFT CHARLIE, cabin: true
2021-10-02 22:41:11.204 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 440, cabin: true
2021-10-02 22:41:12.442 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 60 APPROACH, cabin: true
2021-10-02 22:41:20.632 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FEDEX 1595 1 MILE CLIMB MAINTAIN 3000 TILL ESTABLISHED, cabin: true
2021-10-02 22:41:22.338 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4 CLEARED RNAV RUNWAY 18R APPROACH, cabin: true
2021-10-02 22:41:23.746 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: POINT 70 KNOTS, cabin: true
2021-10-02 22:41:41.447 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AIR SHUTTLE 5975 REQUEST 18 RIGHT, cabin: true
2021-10-02 22:41:47.253 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1595 CONTACT YOU HAVE MIKE TOWER 124.15, cabin: true
2021-10-02 22:41:48.380 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 44 6, cabin: true
2021-10-02 22:42:47.398 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 4163 TURN 5 DEGREES LEFT, cabin: true
2021-10-02 22:42:48.916 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 5 DEGREES LEFT ENVOY 46, cabin: true
2021-10-02 22:42:53.092 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: UNITED 734 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:43:24.134 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 4163 DESCEND AND MAINTAIN 5, cabin: true
2021-10-02 22:43:26.563 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 5000, cabin: true
2021-10-02 22:43:32.463 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AIR SHUTTLE 5975 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:44:06.249 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 59, cabin: true
2021-10-02 22:44:09.031 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AT 3000 REDUCE SPEED TO 1, cabin: true
2021-10-02 22:44:15.397 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 63 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:44:24.076 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2550, cabin: true
2021-10-02 22:44:25.768 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 43, cabin: true
2021-10-02 22:44:33.245 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SOUTHWEST 35 028.5, cabin: true
2021-10-02 22:44:38.478 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 35 02 VISUAL APPROACH 18, cabin: true
2021-10-02 22:44:39.844 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: RIGHT, cabin: true
2021-10-02 22:44:43.242 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY, cabin: true
2021-10-02 22:45:13.250 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AIR SHUTTLE 5955 TURN RIGHT HEADING 150, cabin: true
2021-10-02 22:45:15.762 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ROGER RUNWAY 18R DESCEND AND MAINTAIN 2 THOU, cabin: true
2021-10-02 22:45:25.366 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2580 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 22:45:29.523 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 41 6, cabin: true
2021-10-02 22:45:30.881 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: TURN LEFT HEADING 09, cabin: true
2021-10-02 22:45:32.138 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3, cabin: true
2021-10-02 22:45:33.153 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: BIZEX, cabin: true
2021-10-02 22:45:36.470 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 59, cabin: true
2021-10-02 22:45:38.802 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CITATION MIKE, cabin: true
2021-10-02 22:45:43.751 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FOR 2004 FULL SERVICE ON APPROACH COURSE CLEARED RNAV RUNWAY 18L, cabin: true
2021-10-02 22:45:45.786 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND MAINTAIN 170 MINUTES, cabin: true
2021-10-02 22:45:46.328 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: PAPA, cabin: true
2021-10-02 22:46:13.330 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2580 TURN RIGHT HEADING 110, cabin: true
2021-10-02 22:46:30.592 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 35 02 FLY HEADING 350, cabin: true
2021-10-02 22:46:31.725 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 350, cabin: true
2021-10-02 22:46:36.662 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 4163 TURN LEFT HEADING 150, cabin: true
2021-10-02 22:46:39.100 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: PAPA 420 RIGHT HEADING 16, cabin: true
2021-10-02 22:46:45.783 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2580 DESCEND AND MAINTAIN 3000 THEN REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:46:50.418 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 35 02 DESCEND AND MAINTAIN, cabin: true
2021-10-02 22:46:57.130 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 63 1 MILES CLIMB MAINTAIN 3 THOU, cabin: true
2021-10-02 22:47:00.361 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: WERE CLEARED RNAV RUNWAY 18R APPROACH, cabin: true
2021-10-02 22:47:02.573 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 0 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 22:47:06.950 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 470 TURN RIGHT, cabin: true
2021-10-02 22:47:11.308 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND MAINTAIN 4000 PLAN ON THE LOCALIZER CLEARED ILS RUNWAY 1, cabin: true
2021-10-02 22:47:11.698 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ROGER, cabin: true
2021-10-02 22:47:32.610 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 639 DESCEND AND MAINTAIN 4000 TURN 10 DEGREES, cabin: true
2021-10-02 22:47:53.048 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ENVOY 39 0 DESCEND AND MAINTAIN 170, cabin: true
2021-10-02 22:47:55.499 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY CONTACT, cabin: true
2021-10-02 22:48:33.258 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ALPINE 1742 DESCEND AND MAINTAIN 3000, cabin: true
2021-10-02 22:49:12.448 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND 769 5040, cabin: true
2021-10-02 22:49:54.617 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 338, cabin: true
2021-10-02 22:49:59.907 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3000 TILL ESTABLISHED LOCALIZER CLEARED ILS 21, cabin: true
2021-10-02 22:50:00.414 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 1, cabin: true
2021-10-02 22:50:01.639 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY, cabin: true
2021-10-02 22:50:44.945 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AIR CANADA 160 HEAVY REGIONAL APPROACH RUNWAY 18R, cabin: true
2021-10-02 22:51:12.343 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 22 CONTACT YOU HAVE ROMEO TOWER NOW 126 POINT, cabin: true
2021-10-02 22:51:12.649 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 66, cabin: true
2021-10-02 22:51:57.271 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4265, cabin: true
2021-10-02 22:51:57.955 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 200, cabin: true
2021-10-02 22:53:28.260 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 60 HEAVY TURN RIGHT HEADING 150 AND JOIN THE AH FINAL DIRECT 4, cabin: true
2021-10-02 22:54:19.213 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 25 FARGO 160 YOURE 5 MILES, cabin: true
2021-10-02 22:54:23.602 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: THANK YOU AT 5000 CLEARED RNAV, cabin: true
2021-10-02 22:54:24.209 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 28 RIGHT, cabin: true
2021-10-02 22:55:09.700 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CARDINAL 160 MAINTAIN 170, cabin: true
2021-10-02 22:55:14.026 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY CONTACTING TOWER 124.5, cabin: true
2021-10-02 22:55:15.224 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY, cabin: true
2021-10-02 22:56:56.999 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3867 REGIONAL APPROACH RUNWAY 36, cabin: true
2021-10-02 22:57:28.573 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 1360 REGIONAL APPROACH 1279 FLY HEADING 110, cabin: true
2021-10-02 22:57:58.359 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3067 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 22:58:22.377 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1022 REGIONAL APPROACH THANK YOU WANT LOWER SEVENTIES, cabin: true
2021-10-02 22:58:47.034 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1022 REDUCE SPEED TO 2 1 0, cabin: true
2021-10-02 22:59:36.728 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 1346 DEGREES RIGHT, cabin: true
2021-10-02 22:59:57.245 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3670 CONTACT GRAY, cabin: true
2021-10-02 23:00:11.079 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2425 REGIONAL APPROACH NORTHWEST CENTER, cabin: true
2021-10-02 23:00:17.125 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 1330 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:00:49.091 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 6030 DESCEND AND MAINTAIN 3, cabin: true
2021-10-02 23:01:15.046 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3067 AND TURN RIGHT HEADING 090 DESCEND AND MAINTAIN 5000, cabin: true
2021-10-02 23:01:47.797 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1022 DESCEND AND MAINTAIN 4000 TURN RIGHT, cabin: true
2021-10-02 23:02:21.063 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 1630 TURN RIGHT HEADING 150 5006 23000 TILL ESTABLISHED LOCALIZER CLEARED ILS RUNWAY 171, cabin: true
2021-10-02 23:02:33.293 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3067 DESCEND AND MAINTAIN 3000 TURN RIGHT HEADING 150 JOIN THE LOCALIZER 1279, cabin: true
2021-10-02 23:02:41.490 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1022 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 23:02:52.672 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 1630 MAINTAIN 170 KNOTS OR GREATER UNTIL 50 CONTACT HOUSTON TOWER NOW, cabin: true
2021-10-02 23:02:53.078 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 155, cabin: true
2021-10-02 23:03:04.665 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1780 REGIONAL 33, cabin: true
